City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
286,sioux lookout,5,CA,1556427600,66,50.1,-91.92,32.0,2.24
287,port hardy,5,CA,1556427600,81,50.7,-127.42,42.8,9.17
288,whitehorse,20,CA,1556428971,25,60.72,-135.06,41.0,8.05
289,kavieng,36,PG,1556429412,65,-2.57,150.8,88.24,5.97
290,keti bandar,0,PK,1556429412,80,24.14,67.45,80.86,14.72
291,broadstairs,75,GB,1556429407,75,51.36,1.44,46.0,11.41
292,alice springs,15,AU,1556427600,26,-23.7,133.88,78.8,16.11
293,omagari,75,JP,1556427600,55,39.45,140.48,59.0,11.41
294,ahipara,4,NZ,1556429393,100,-35.17,173.16,66.0,9.6
295,jambi,56,ID,1556429414,49,-1.6,103.62,97.06,1.86
296,sitka,57,US,1556428596,60,37.17,-99.65,51.01,5.99
297,vanimo,62,PG,1556429415,74,-2.67,141.3,85.18,12.19
298,santa maria del oro,56,MX,1556429416,25,25.95,-105.37,62.32,6.22
299,usinsk,0,RU,1556429416,81,66.0,57.56,17.32,11.01
300,adrar,0,DZ,1556427600,33,27.87,-0.29,71.6,20.8
301,gasa,61,BT,1556429417,64,27.91,89.73,42.7,9.4
302,kotagiri,40,IN,1556427600,55,11.42,76.87,89.6,3.36
303,wolsztyn,75,PL,1556429404,100,52.11,16.12,52.0,13.87
304,port macquarie,0,AU,1556429405,49,-31.43,152.91,75.99,12.75
305,souillac,0,FR,1556429230,87,45.6,-0.6,48.99,4.7
306,fenoarivo,20,MG,1556427600,83,-18.93,47.44,69.8,2.24
307,havelock,1,US,1556429402,77,34.88,-76.9,66.99,6.93
308,tandil,1,AR,1556428505,94,-37.33,-59.14,53.01,7.67
309,westport,100,IE,1556429290,96,53.8,-9.52,46.99,7.0
310,jacareacanga,100,BR,1556429419,96,-6.22,-57.76,72.76,1.34
311,shingu,0,JP,1556427600,47,33.72,135.99,59.0,11.41
312,makakilo city,90,US,1556429406,78,21.35,-158.09,73.4,3.36
313,emba,0,CY,1556428584,59,34.81,32.42,66.2,6.93
314,aklavik,75,CA,1556427600,62,68.22,-135.01,24.8,4.7
315,camalu,99,MX,1556429420,94,30.85,-116.07,58.36,15.86
316,vestmannaeyjar,100,IS,1556429420,88,63.44,-20.27,46.12,19.48
317,matara,100,PE,1556429420,94,-13.74,-72.9,37.3,0.49
318,paita,4,PE,1556429421,89,-5.09,-81.11,70.96,13.09
319,bonfim,97,GY,1556429421,64,3.36,-59.84,80.14,12.64
320,waipawa,62,NZ,1556426836,85,-39.94,176.59,55.99,3.02
321,chicama,40,PE,1556427600,88,-7.84,-79.15,68.0,8.05
322,zhaotong,58,CN,1556429422,47,27.34,103.71,74.02,1.45
323,oildale,1,US,1556429140,37,35.42,-119.02,75.99,3.36
324,tikhvin,0,RU,1556429202,53,59.64,33.53,37.99,8.01
325,tromso,0,NO,1556428800,86,69.65,18.96,37.99,6.93
326,grand gaube,40,MU,1556429044,69,-20.01,57.66,82.4,11.41
327,swan hill,56,AU,1556429422,49,-35.34,143.56,64.3,11.61
328,tapes,100,BR,1556429423,88,-30.67,-51.4,66.64,12.01
329,praia,0,BR,1556427600,82,-20.25,-43.81,68.0,5.82
330,xunchang,82,CN,1556429423,59,28.45,104.71,78.52,5.01
331,sarkand,8,KZ,1556429424,31,45.41,79.91,65.92,10.11
332,lokosovo,1,RU,1556429424,81,61.13,74.84,19.48,9.01
333,sao gabriel da cachoeira,98,BR,1556429424,95,-0.13,-67.09,75.1,1.88
334,kuloy,88,RU,1556429424,54,61.03,42.49,32.62,10.38
335,dale,31,CN,1556429424,64,24.09,109.99,86.8,17.67
336,xining,90,CN,1556429425,46,36.62,101.77,50.26,3.58
337,alamos,0,AR,1556429425,92,-36.9,-62.36,54.76,6.13
338,kalinovskaya,0,RU,1556427600,51,43.57,45.52,62.6,6.71
339,mount gambier,75,AU,1556427600,72,-37.83,140.78,59.0,12.75
340,parrita,0,CR,1556429161,68,9.52,-84.33,71.6,11.41
341,hambantota,75,LK,1556428200,100,6.12,81.12,84.2,5.82
342,sao jose dos campos,20,BR,1556427600,94,-23.18,-45.89,68.0,1.12
343,karpathos,40,GR,1556427000,82,35.51,27.21,64.4,13.87
344,kudat,75,MY,1556427600,66,6.89,116.84,89.6,5.82
345,lashio,48,MM,1556429175,25,22.93,97.75,94.18,2.59
346,palana,19,RU,1556429427,84,59.08,159.95,31.72,1.86
347,aberdeen,1,US,1556429107,80,45.47,-98.49,43.0,8.05
348,hobyo,62,SO,1556429427,57,5.35,48.53,85.72,10.16
349,manyana,0,AU,1556429290,31,-35.26,150.51,73.4,8.05
350,rafai,91,CF,1556429428,65,4.95,23.92,78.88,2.68
351,ahuimanu,90,US,1556429406,78,21.44,-157.84,73.4,5.82
352,dolores,3,AR,1556429417,94,-36.31,-57.68,54.76,3.67
353,udachnyy,40,RU,1556427600,44,66.42,112.4,21.2,11.18
354,krasnoufimsk,100,RU,1556429429,91,56.6,57.77,36.76,10.85
355,shimoda,75,JP,1556429215,26,34.7,138.93,62.6,5.82
356,ati,74,TD,1556429430,8,13.21,18.34,88.06,19.53
357,usuki,75,JP,1556429296,54,33.11,131.8,62.01,6.93
358,salalah,0,OM,1556427000,40,17.01,54.1,87.8,4.7
359,plouzane,90,FR,1556429287,87,48.38,-4.62,50.0,5.82
360,portland,1,US,1556429170,57,45.52,-122.67,48.99,10.29
361,omsukchan,85,RU,1556429431,82,62.53,155.8,23.98,7.96
362,mount hagen,69,PG,1556429431,92,-5.86,144.23,60.7,2.68
363,bay roberts,90,CA,1556429403,100,47.58,-53.28,33.01,11.41
364,cairns,75,AU,1556429156,88,-16.92,145.77,79.0,16.11
365,cabo san lucas,75,MX,1556429119,23,22.89,-109.91,75.99,4.7
366,kanniyakumari,99,IN,1556429432,78,8.08,77.57,86.98,15.7
367,ondarroa,75,ES,1556429406,93,43.32,-2.42,50.0,3.36
368,san ramon de la nueva oran,0,AR,1556429432,95,-23.13,-64.33,57.64,2.21
369,maun,0,BW,1556427600,58,-19.99,23.42,59.0,9.17
370,fort-shevchenko,0,KZ,1556429433,63,44.51,50.26,54.22,19.53
371,peterhead,75,AU,1556429406,59,-34.83,138.5,66.99,10.29
372,mitsamiouli,20,KM,1556427600,79,-11.38,43.28,84.2,2.24
373,yatou,79,CM,1556429434,78,3.63,9.81,83.74,6.49
374,srednekolymsk,99,RU,1556429434,84,67.46,153.71,29.56,9.22
375,anadyr,40,RU,1556428993,80,64.73,177.51,33.8,17.9
376,mattru,60,SL,1556429435,89,7.62,-11.83,78.52,1.19
377,puerto escondido,92,MX,1556429435,57,15.86,-97.07,79.42,2.21
378,itarema,98,BR,1556429435,89,-2.92,-39.92,76.18,4.29
379,port-cartier,90,CA,1556428595,98,50.03,-66.88,34.0,21.92
380,kichera,77,RU,1556429436,79,55.93,110.1,41.62,2.59
381,langa,0,ZA,1556429417,93,-33.95,18.53,63.0,2.24
382,suzhou,99,CN,1556429436,64,33.65,116.96,60.7,5.97
383,san luis,0,AR,1556429225,80,-33.3,-66.34,64.0,8.66
384,villarrica,90,CL,1556428589,100,-39.28,-72.23,57.0,1.12
385,falkenstein,0,AT,1556429436,66,48.72,16.58,51.01,12.75
386,faanui,93,PF,1556429438,78,-16.48,-151.75,84.28,16.75
387,nerchinskiy zavod,12,RU,1556429438,13,51.31,119.61,69.52,2.19
388,kutum,34,SD,1556429439,11,14.2,24.66,76.72,9.8
389,dodoma,90,TZ,1556429439,79,-6.18,35.75,74.92,1.61
390,pangnirtung,17,CA,1556429439,70,66.15,-65.72,17.68,5.86
391,chumikan,47,RU,1556429439,41,54.72,135.31,51.52,6.4
392,ribeira grande,72,PT,1556429440,91,38.52,-28.7,62.14,17.96
393,valley city,1,US,1556428500,51,46.92,-98.0,39.2,10.29
394,luwuk,100,ID,1556429440,99,-0.95,122.79,67.9,1.34
395,pontianak,75,ID,1556427600,70,-0.02,109.34,87.8,5.82
396,emerald,0,AU,1556428918,42,-23.53,148.16,82.4,9.17
397,firovo,36,RU,1556429441,60,57.48,33.7,41.98,11.5
398,tigil,58,RU,1556429441,64,57.8,158.67,36.04,0.2
399,comodoro rivadavia,40,AR,1556427600,93,-45.87,-67.48,53.6,3.36
400,kem,80,UG,1556429441,73,2.68,33.77,73.48,3.22
401,wattegama,100,LK,1556429442,58,7.35,80.68,89.32,5.08
402,sheffield,0,GB,1556429144,87,53.38,-1.47,45.0,9.17
403,havre-saint-pierre,90,CA,1556427960,93,50.23,-63.6,33.8,18.34
404,tucupita,17,VE,1556429442,82,9.06,-62.05,75.46,5.84
405,wanning,75,AT,1556429415,81,48.64,13.53,46.99,8.05
406,qiongshan,40,CN,1556427600,49,20.01,110.35,93.2,11.18
407,chornobay,99,UA,1556429443,75,49.67,32.32,60.34,8.55
408,ust-kan,33,RU,1556429443,47,50.93,84.77,38.92,8.84
409,los llanos de aridane,90,ES,1556429122,68,28.66,-17.92,66.2,11.41
410,kudahuvadhoo,94,MV,1556429444,76,2.67,72.89,85.18,13.18
411,pata,40,SK,1556429226,76,48.28,17.83,51.01,9.17
412,coruripe,17,BR,1556429444,93,-10.12,-36.18,72.22,3.15
413,ugoofaaru,54,MV,1556429445,74,5.67,73.0,85.72,11.39
414,taoudenni,1,ML,1556429445,12,22.68,-3.98,83.74,6.64
415,roma,0,IT,1556429347,66,41.89,12.48,55.99,1.12
416,cacequi,33,BR,1556429445,95,-29.88,-54.83,59.62,5.3
417,wangkui,100,CN,1556429446,35,46.83,126.5,62.68,15.21
418,laguna,90,MX,1556429446,49,27.52,-110.01,72.76,9.93
419,vila franca do campo,40,PT,1556429406,82,37.72,-25.43,60.8,9.17
420,kharp,76,RU,1556429446,91,66.82,65.8,8.32,6.26
421,methoni,0,GR,1556429431,76,36.82,21.7,64.0,5.82
422,okhotsk,0,RU,1556429447,36,59.36,143.24,47.38,8.57
423,pavlodar,0,KZ,1556427600,35,52.28,76.96,55.4,13.42
424,pauini,64,BR,1556429447,95,-7.71,-67.0,73.3,1.52
425,ouango,99,CD,1556429448,58,4.31,22.55,82.66,2.73
426,kisangani,99,CD,1556429448,86,0.52,25.21,74.74,2.24
427,mookane,0,BW,1556429448,68,-23.68,26.66,69.52,12.37
428,meiganga,68,CM,1556429448,76,6.52,14.29,72.94,1.77
429,moron,87,VE,1556429449,93,10.49,-68.2,75.46,1.03
430,iquique,90,CL,1556427600,77,-20.22,-70.14,64.4,4.7
431,maniitsoq,0,GL,1556429450,83,65.42,-52.9,29.74,3.89
432,winnemucca,20,US,1556429427,35,40.97,-117.74,55.4,6.93
433,szczytno,100,PL,1556429451,89,53.57,20.99,50.08,6.8
434,owen sound,90,CA,1556429306,86,44.57,-80.95,34.0,3.36
435,guanaja,17,CU,1556428988,94,23.08,-82.07,73.4,3.36
436,anuradhapura,100,LK,1556429451,68,8.34,80.41,88.24,4.63
437,nanortalik,12,GL,1556429452,78,60.14,-45.24,34.96,3.83
438,viesca,30,MX,1556427530,18,25.34,-102.81,73.99,3.0
439,inskoy,95,RU,1556429453,41,54.43,86.44,44.32,20.56
440,borovskoy,99,KZ,1556429453,51,53.8,64.15,62.5,17.98
441,dunedin,100,NZ,1556429205,44,-45.87,170.5,57.99,8.99
442,nushki,0,PK,1556429356,13,29.55,66.02,79.96,6.8
443,luderitz,2,NA,1556427600,100,-26.65,15.16,48.2,2.24
444,tual,95,ID,1556429455,79,-5.67,132.75,85.18,15.05
445,sretensk,39,RU,1556429455,19,52.24,117.7,62.68,8.7
446,manjakandriana,20,MG,1556427600,83,-18.92,47.81,69.8,2.24
447,puksoozero,30,RU,1556429456,62,62.59,40.61,30.46,9.08
448,uzhur,98,RU,1556429456,52,55.32,89.85,39.46,19.82
449,palmer,75,AU,1556429437,59,-34.85,139.16,66.99,10.29
450,acari,98,BR,1556429457,79,-6.44,-36.64,73.84,14.74
451,allapalli,16,IN,1556429458,17,19.43,80.06,110.2,5.99
452,flin flon,2,CA,1556429458,48,54.77,-101.88,24.16,5.26
453,dakar,0,SN,1556425800,77,14.69,-17.45,69.8,19.46
454,guanica,0,PR,1556429440,87,17.97,-66.91,79.0,7.31
455,boyolangu,93,ID,1556429459,63,-8.09,111.9,85.0,3.8
456,yelanskiy,100,RU,1556429459,80,56.84,62.5,41.62,9.91
457,jumla,0,NP,1556429459,8,29.28,82.18,76.36,3.44
458,atbasar,100,KZ,1556429460,40,51.81,68.36,59.26,26.62
459,anantapur,100,IN,1556429460,20,14.68,77.61,100.66,2.04
460,karoi,0,ZW,1556429461,72,-16.82,29.68,66.28,6.13
461,manokwari,100,ID,1556429188,72,-0.87,134.08,82.48,5.95
462,najran,40,SA,1556427600,23,17.54,44.22,77.0,3.24
463,hami,23,CN,1556429462,14,42.84,93.51,68.62,10.31
464,berdigestyakh,75,RU,1556429462,69,62.1,126.7,44.86,8.19
465,irbit,100,RU,1556429462,90,57.67,63.06,32.08,11.7
466,sharjah,0,AE,1556427600,54,25.36,55.39,82.4,6.93
467,bethel,1,US,1556427360,27,60.79,-161.76,53.6,11.41
468,okha,0,RU,1556429464,65,53.59,142.95,39.1,9.22
469,togur,75,RU,1556429464,77,58.36,82.83,30.1,19.04
470,khash,0,IR,1556429465,19,28.22,61.21,68.26,6.89
471,northam,87,GB,1556429444,78,51.04,-4.21,48.0,5.01
472,la ronge,5,CA,1556427600,63,55.1,-105.3,26.6,4.7
473,bull savanna,9,JM,1556429467,75,17.89,-77.59,79.6,3.44
474,las choapas,96,MX,1556429467,92,17.91,-94.09,69.7,4.23
475,beyneu,5,KZ,1556429468,27,45.32,55.19,68.62,13.47
476,tvoroyri,1,FO,1556428800,93,61.56,-6.81,44.6,5.82
477,cayenne,20,GF,1556427600,83,4.94,-52.33,78.8,4.7
478,bambous virieux,40,MU,1556429044,69,-20.34,57.76,82.4,11.41
479,isangel,75,VU,1556427600,74,-19.55,169.27,82.4,9.17
480,talcahuano,90,CL,1556427600,77,-36.72,-73.12,59.0,3.36
481,monrovia,40,LR,1556427600,94,6.33,-10.8,77.0,5.82
482,necochea,0,AR,1556427113,92,-38.55,-58.74,54.0,1.99
483,store heddinge,100,DK,1556429462,93,55.31,12.39,51.01,2.24
484,simao,45,CN,1556429472,21,22.76,100.79,89.68,6.53
485,nueva guinea,89,NI,1556429473,98,11.69,-84.46,72.04,5.14
486,kachug,92,RU,1556429473,50,53.96,105.89,52.96,7.85
487,santander,75,PH,1556427600,66,9.42,123.33,89.6,6.93
488,mangalia,75,RO,1556427600,87,43.8,28.58,57.2,11.41
489,bosaso,0,SO,1556427600,65,11.28,49.18,82.4,21.92
490,agadir,40,MA,1556427600,87,30.42,-9.58,59.0,4.7
491,phan thiet,100,VN,1556429475,50,10.93,108.1,93.46,9.95
492,sambava,1,MG,1556429476,65,-14.27,50.17,82.48,3.71
493,sola,75,NO,1556429454,100,58.89,5.65,48.0,5.82
494,durres,0,AL,1556428800,93,41.32,19.44,51.8,4.7
495,kingman,1,US,1556429135,21,35.19,-114.05,86.0,9.17
496,pangai,26,TO,1556429476,82,-19.8,-174.35,80.14,19.86
497,kandrian,98,PG,1556429477,94,-6.21,149.55,76.54,8.16
498,zhigansk,100,RU,1556429477,89,66.77,123.37,34.78,2.21
499,sterling,90,US,1556429476,66,39.0,-77.4,54.0,4.7
500,aasiaat,55,GL,1556429477,84,68.71,-52.87,27.04,3.74
501,kijang,0,KR,1556427600,45,35.24,129.21,62.6,3.36
502,ngaoundere,62,CM,1556429478,67,7.32,13.58,70.24,4.54
503,hualmay,100,PE,1556429478,95,-11.1,-77.61,66.82,14.09
504,soldato-aleksandrovskoye,89,RU,1556427600,51,44.27,43.76,60.8,5.39
505,madison heights,90,US,1556429421,86,42.49,-83.11,42.01,8.05
506,pimentel,100,BR,1556429479,98,-3.7,-45.5,72.22,2.04
507,ouadda,98,CF,1556429479,35,8.07,22.4,85.36,3.85
508,iskateley,3,RU,1556429479,89,67.68,53.15,18.76,5.57
509,sangin,0,AF,1556429479,14,32.07,64.85,78.52,5.23
510,qovlar,20,AZ,1556427600,58,40.95,45.73,59.0,6.93
511,hun,98,BE,1556429450,93,50.34,4.87,44.01,10.29
512,mustla,0,EE,1556429234,62,58.23,25.86,46.0,17.22
513,riyadh,75,SA,1556427600,27,24.63,46.72,75.2,6.93
514,tynda,0,RU,1556429480,39,55.15,124.74,53.5,8.03
515,pudozh,0,RU,1556429480,49,61.81,36.54,33.88,8.9
516,clyde river,90,CA,1556427600,84,70.47,-68.59,6.8,6.93
517,monte patria,0,CL,1556429481,29,-30.69,-70.96,60.52,1.81
518,aquiraz,95,BR,1556428692,93,-3.9,-38.39,75.0,2.06
519,turukhansk,100,RU,1556429481,77,65.8,87.96,13.72,8.41
520,sept-iles,90,CA,1556428595,98,50.2,-66.38,34.0,21.92
521,methven,100,NZ,1556429359,57,-43.63,171.65,57.0,5.99
522,wewak,74,PG,1556429482,67,-3.55,143.63,85.72,5.95
523,tura,2,IN,1556429362,52,25.52,90.21,94.72,10.27
524,oksfjord,13,NO,1556429429,56,70.24,22.35,41.0,9.17
525,lasa,0,CY,1556428584,59,34.92,32.53,66.2,6.93
526,teeli,4,RU,1556429484,26,51.01,90.2,43.96,21.54
527,awash,99,ET,1556429484,44,8.99,40.17,83.38,4.56
528,dali,22,CN,1556429484,43,25.6,100.24,72.58,11.16
529,sueca,0,ES,1556429457,81,39.2,-0.31,57.99,5.82
530,dongsheng,100,CN,1556429485,80,29.72,112.52,55.66,6.8
531,brainerd,1,US,1556429323,68,46.36,-94.2,37.4,4.41
532,tiarei,20,PF,1556428989,70,-17.53,-149.33,84.2,4.7
533,padilla,40,CO,1556427600,88,3.23,-76.31,71.6,2.24
534,lae,90,PG,1556427600,88,-6.72,146.98,77.0,18.34
535,jiaozuo,88,CN,1556429486,53,35.21,113.25,58.72,7.49
536,rafaela,6,AR,1556429149,84,-31.25,-61.49,59.0,2.75
537,kaniama,74,CD,1556429486,68,-7.57,24.18,73.66,5.17
538,beinamar,82,TD,1556429486,29,8.67,15.38,82.48,1.52
539,mount pleasant,1,US,1556429022,82,33.16,-94.97,71.6,4.56
540,kumluca,100,TR,1556429487,70,36.37,30.29,54.58,4.16
541,miri,55,NG,1556429487,24,10.31,9.75,78.34,4.03
542,north bend,1,US,1556429479,70,43.41,-124.22,48.99,19.46
543,phek,41,IN,1556429488,35,25.7,94.46,93.46,8.66
544,lata,0,IN,1556429488,77,30.78,78.62,44.86,7.43
545,saint-joseph,0,FR,1556429464,93,43.56,6.97,53.6,3.36
546,leeton,0,AU,1556429117,45,-34.55,146.4,64.99,10.29
547,trairi,99,BR,1556429489,91,-3.28,-39.27,73.12,2.71
548,neiafu,75,TO,1556427600,94,-18.65,-173.98,78.8,2.24
549,torgau,75,DE,1556429473,93,51.56,13.0,48.0,6.93
550,the valley,40,AI,1556429429,78,18.22,-63.06,78.8,10.29
551,pimenta bueno,100,BR,1556429490,95,-11.68,-61.19,73.66,0.72
552,baykit,76,RU,1556429490,59,61.68,96.39,25.42,7.02
553,jackson,1,US,1556429116,63,35.61,-88.82,69.8,10.29
554,dembi dolo,100,ET,1556429490,52,8.53,34.8,83.2,3.02
555,vung tau,100,VN,1556429371,68,10.35,107.08,88.42,9.46
556,saint anthony,1,US,1556429220,34,43.97,-111.68,53.6,20.8
557,katangli,22,RU,1556429491,30,51.71,143.23,56.02,10.6
558,plettenberg bay,0,ZA,1556429491,54,-34.05,23.37,65.38,4.0
559,lixourion,0,GR,1556429436,93,38.2,20.43,61.0,6.93
560,alhama de murcia,0,ES,1556429381,93,37.85,-1.43,54.0,2.24
561,aguimes,75,ES,1556429426,77,27.91,-15.45,64.4,14.99
562,kangaatsiaq,33,GL,1556429492,86,68.31,-53.46,27.76,6.93
563,rovaniemi,0,FI,1556428800,64,66.5,25.72,33.8,9.17
564,san patricio,97,PY,1556429492,97,-26.98,-56.83,65.2,4.52
565,dwarka,0,IN,1556427600,19,28.58,77.04,96.8,12.75
566,bindi,57,NG,1556429493,9,12.86,8.84,78.7,4.88
567,vyartsilya,10,RU,1556429493,59,62.18,30.69,34.6,6.78
568,boffa,95,GN,1556429493,78,10.18,-14.04,79.78,7.38
569,komsomolskiy,94,RU,1556429493,95,67.55,63.78,10.48,6.46
570,cauquenes,0,CL,1556429493,94,-35.97,-72.32,52.42,1.83
571,biak,100,ID,1556429494,99,-0.91,122.88,67.9,1.34
